-1.0000000;0.0384615
-0.9800000;0.0399840
-0.9600000;0.0415973
-0.9400000;0.0433088
-0.9200000;0.0451264
-0.9000000;0.0470588
-0.8800000;0.0491159
-0.8600000;0.0513084
-0.8400000;0.0536481
-0.8200000;0.0561482
-0.8000000;0.0588235
-0.7800000;0.0616903
-0.7600000;0.0647668
-0.7400000;0.0680735
-0.7200000;0.0716332
-0.7000000;0.0754717
-0.6800000;0.0796178
-0.6600000;0.0841043
-0.6400000;0.0889680
-0.6200000;0.0942507
-0.6000000;0.1000000
-0.5800000;0.1062699
-0.5600000;0.1131222
-0.5400000;0.1206273
-0.5200000;0.1288660
-0.5000000;0.1379310
-0.4800000;0.1479290
-0.4600000;0.1589825
-0.4400000;0.1712329
-0.4200000;0.1848429
-0.4000000;0.2000000
-0.3800000;0.2169197
-0.3600000;0.2358491
-0.3400000;0.2570694
-0.3200000;0.2808989
-0.3000000;0.3076923
-0.2800000;0.3378378
-0.2600000;0.3717472
-0.2400000;0.4098361
-0.2200000;0.4524887
-0.2000000;0.5000000
-0.1800000;0.5524862
-0.1600000;0.6097561
-0.1400000;0.6711409
-0.1200000;0.7352941
-0.1000000;0.8000000
-0.0800000;0.8620690
-0.0600000;0.9174312
-0.0400000;0.9615385
-0.0200000;0.9900990
0.0000000;1.0000000
0.0200000;0.9900990
0.0400000;0.9615385
0.0600000;0.9174312
0.0800000;0.8620690
0.1000000;0.8000000
0.1200000;0.7352941
0.1400000;0.6711409
0.1600000;0.6097561
0.1800000;0.5524862
0.2000000;0.5000000
0.2200000;0.4524887
0.2400000;0.4098361
0.2600000;0.3717472
0.2800000;0.3378378
0.3000000;0.3076923
0.3200000;0.2808989
0.3400000;0.2570694
0.3600000;0.2358491
0.3800000;0.2169197
0.4000000;0.2000000
0.4200000;0.1848429
0.4400000;0.1712329
0.4600000;0.1589825
0.4800000;0.1479290
0.5000000;0.1379310
0.5200000;0.1288660
0.5400000;0.1206273
0.5600000;0.1131222
0.5800000;0.1062699
0.6000000;0.1000000
0.6200000;0.0942507
0.6400000;0.0889680
0.6600000;0.0841043
0.6800000;0.0796178
0.7000000;0.0754717
0.7200000;0.0716332
0.7400000;0.0680735
0.7600000;0.0647668
0.7800000;0.0616903
0.8000000;0.0588235
0.8200000;0.0561482
0.8400000;0.0536481
0.8600000;0.0513084
0.8800000;0.0491159
0.9000000;0.0470588
0.9200000;0.0451264
0.9400000;0.0433088
0.9600000;0.0415973
