0.0000000;0.9821720
0.0570000;-0.1157847
0.1140000;-0.4402887
0.1710000;-0.3651195
0.2280000;-0.1325379
0.2850000;0.1127755
0.3420000;0.2959684
0.3990000;0.3897367
0.4560000;0.3968348
0.5130000;0.3367262
0.5700000;0.2357678
0.6270000;0.1203586
0.6840000;0.0125344
0.7410000;-0.0724720
0.7980000;-0.1271313
0.8550000;-0.1513632
0.9120000;-0.1514640
0.9690000;-0.1385054
1.0260000;-0.1264539
1.0830000;-0.1302149
1.1400000;-0.1637657
1.1970000;-0.2385078
1.2540000;-0.3619288
1.3110000;-0.5366380
1.3680000;-0.7598065
1.4250000;-1.0230221
1.4820000;-1.3125430
1.5390000;-1.6099196
1.5960000;-1.8929356
1.6530000;-2.1368104
1.7100000;-2.3155943
1.7670000;-2.4036843
1.8240000;-2.3773840
1.8810000;-2.2164340
1.9380000;-1.9054394
1.9950000;-1.4351289
2.0520000;-0.8033847
2.1090000;-0.0159938
2.1660000;0.9129195
2.2230000;1.9608085
2.2800000;3.0969818
2.3370000;4.2832472
2.3940000;5.4749115
2.4510000;6.6221133
2.5080000;7.6714543
2.5650000;8.5678825
2.6220000;9.2567707
2.6790000;9.6861245
2.7360000;9.8088485
2.7930000;9.5849926
2.8500000;8.9838976
2.9070000;7.9861587
2.9640000;6.5853284
3.0210000;4.7892808
3.0780000;2.6211700
3.1350000;0.1199202
3.1920000;-2.6598001
3.2490000;-5.6481591
3.3060000;-8.7613155
3.3630000;-11.9031535
3.4200000;-14.9675824
3.4770000;-17.8413704
3.5340000;-20.4074599
3.5910000;-22.5486928
3.6480000;-24.1518559
3.7050000;-25.1119384
3.7620000;-25.3364760
3.8190000;-24.7498457
3.8760000;-23.2973594
3.9330000;-20.9490024
3.9900000;-17.7026563
4.0470000;-13.5866473
4.1040000;-8.6614714
4.1610000;-3.0205556
4.2180000;3.2100634
4.2750000;9.8732380
4.3320000;16.7834496
4.3890000;23.7308152
4.4460000;30.4863434
4.5030000;36.8083735
4.5600000;42.4500780
4.6170000;47.1678529
4.6740000;50.7303617
4.7310000;52.9279434
4.7880000;53.5820391
4.8450000;52.5542447
4.9020000;49.7545608
4.9590000;45.1483879
5.0160000;38.7618109
5.0730000;30.6847428
5.1300000;21.0715536
5.1870000;10.1389082
5.2440000;-1.8393143
5.3010000;-14.5399337
5.3580000;-27.6008497
5.4150000;-40.6331517
5.4720000;-53.2337505
5.5290000;-64.9967316
5.5860000;-75.5209098
5.6430000;-84.4101749
5.7000000;-91.2621630
