2.0000000;2.9658852
2.3600000;1.8377626
2.7200000;1.2418849
3.0800000;0.3436580
3.4400000;-1.0262905
3.8000000;-2.6647627
4.1600000;-4.2133107
4.5200000;-5.3100298
4.8800000;-5.6854525
5.2400000;-5.2120425
5.6000000;-3.9166416
5.9600000;-1.9649774
6.3200000;0.3730519
6.6800000;2.7691834
7.0400000;4.8863412
7.4000000;6.4255947
7.7600000;7.1653799
8.1200000;6.9891922
8.4800000;5.8994197
8.8400000;4.0164845
9.2000000;1.5639181
9.5600000;-1.1586593
9.9200000;-3.8115473
10.2800000;-6.0559879
10.6400000;-7.5957129
11.0000000;-8.2144009
11.3600000;-7.8047238
11.7200000;-6.3853837
12.0800000;-4.1036464
12.4400000;-1.2223171
12.8000000;1.9082351
13.1600000;4.8906373
13.5200000;7.3295970
13.8800000;8.8840107
14.2400000;9.3156063
14.6000000;8.5272831
14.9600000;6.5847866
15.3200000;3.7167818
15.6800000;0.2908055
16.0400000;-3.2340634
16.4000000;-6.3729096
16.7600000;-8.6898235
17.1200000;-9.8687401
17.4800000;-9.7647514
17.8400000;-8.4209771
18.2000000;-6.0417200
18.5600000;-2.9259491
18.9200000;0.6104338
19.2800000;4.2552760
19.6400000;7.5349804
20.0000000;9.2467596
