0.0000000;-0.5599916
0.0570000;0.1021616
0.1140000;0.2626090
0.1710000;0.1861291
0.2280000;0.0356412
0.2850000;-0.0982961
0.3420000;-0.1744094
0.3990000;-0.1830802
0.4560000;-0.1332625
0.5130000;-0.0431281
0.5700000;0.0662936
0.6270000;0.1751333
0.6840000;0.2669252
0.7410000;0.3295607
0.7980000;0.3553631
0.8550000;0.3406140
0.9120000;0.2847968
0.9690000;0.1897574
1.0260000;0.0589235
1.0830000;-0.1033238
1.1400000;-0.2920799
1.1970000;-0.5021332
1.2540000;-0.7279870
1.3110000;-0.9637231
1.3680000;-1.2027605
1.4250000;-1.4375687
1.4820000;-1.6593995
1.5390000;-1.8580944
1.5960000;-2.0220212
1.6530000;-2.1381781
1.7100000;-2.1924915
1.7670000;-2.1703177
1.8240000;-2.0571412
1.8810000;-1.8394453
1.9380000;-1.5057183
1.9950000;-1.0475402
2.0520000;-0.4606886
2.1090000;0.2538083
2.1660000;1.0887454
2.2230000;2.0300148
2.2800000;3.0561520
2.3370000;4.1382111
2.3940000;5.2400218
2.4510000;6.3188548
2.5080000;7.3265128
2.5650000;8.2108348
2.6220000;8.9175849
2.6790000;9.3926714
2.7360000;9.5846203
2.7930000;9.4472096
2.8500000;8.9421524
2.9070000;8.0417066
2.9640000;6.7310799
3.0210000;5.0105001
3.0780000;2.8968232
3.1350000;0.4245659
3.1920000;-2.3537345
3.2490000;-5.3679052
3.3060000;-8.5313104
3.3630000;-11.7428212
3.4200000;-14.8895560
3.4770000;-17.8503278
3.5340000;-20.4996973
3.5910000;-22.7124989
3.6480000;-24.3686774
3.7050000;-25.3582484
3.7620000;-25.5861873
3.8190000;-24.9770418
3.8760000;-23.4790717
3.9330000;-21.0677353
3.9900000;-17.7483684
4.0470000;-13.5579327
4.1040000;-8.5657541
4.1610000;-2.8732110
4.2180000;3.3876237
4.2750000;10.0563467
4.3320000;16.9475245
4.3890000;23.8548403
4.4460000;30.5559959
4.5030000;36.8182849
4.5600000;42.4047749
4.6170000;47.0810652
4.6740000;50.6226146
4.7310000;52.8226476
4.7880000;53.5006351
4.8450000;52.5112859
4.9020000;49.7538663
4.9590000;45.1814664
5.0160000;38.8095580
5.0730000;30.7228465
5.1300000;21.0790614
5.1870000;10.1080450
5.2440000;-1.8955443
5.3010000;-14.5871312
5.3580000;-27.5945502
5.4150000;-40.5447034
5.4720000;-53.0861087
5.5290000;-64.8899229
5.5860000;-75.5976961
5.6430000;-84.6621682
5.7000000;-90.9947659
